CUST_ID,PURCHASES,SUPPORT_PURCHASES,PURCHASES_FREQUENCY,SUPPORT_FREQUENCY,ACTIVITY,PRODUCT_TYPE,SEGMENT
C14933,310.44,310.44,0.416667,0.416667,1,0,4
C14934,0,0,0,0,1,0,1
C14935,349.12,0,0.25,0,0,0,3
C14936,1536.31,1191.4,0.666667,0.416667,0,1,1
C14937,0,0,0,0,0,0,2
C14938,225.02,113.32,0.375,0.125,1,0,3
C14939,45.65,0,0.083333,0,0,0,2
C14940,242.9,0,0.083333,0,0,0,5
C14941,0,0,0,0,0,0,5
C14942,400.19,0,1,0,1,0,1
C14943,33.38,33.38,0.2,0.1,0,0,4
C14944,325.95,121.99,0.666667,0.25,1,0,3
C14945,0,0,0,0,1,0,5
C14946,0,0,0,0,1,0,2
C14947,780,780,1,1,0,0,2
C14948,0,0,0,0,1,0,4
C14949,1441.32,1066.68,0.833333,0.833333,0,1,4
C14950,243,0,0.333333,0,1,0,5
C14951,589.59,424.59,0.833333,0.75,1,0,3
C14952,0,0,0,0,1,0,3
C14953,424.76,424.76,0.333333,0.333333,1,0,1
C14954,2786.08,2022.26,0.75,0.666667,0,1,1
C14955,545.34,288,0.416667,0.166667,0,0,1
C14956,337.98,337.98,1,1,1,0,2
C14957,1078.89,233.9,0.833333,0.666667,1,1,5
C14958,886.56,886.56,1,1,1,0,3
C14959,830.45,0,0.416667,0,1,0,3
C14960,4079.01,3572.01,1,1,1,1,5
C14961,540,0,0.083333,0,1,0,5
C14962,3603,1612.95,1,1,1,1,1
C14963,962.78,684.3,1,1,0,0,3
C14964,10903.22,3061.43,1,1,0,1,4
C14965,405.93,0,0.111111,0,1,0,4
C14966,627.42,627.42,0.833333,0.833333,1,0,3
C14967,190,0,0.083333,0,1,0,1
C14968,71.52,71.52,1,0.833333,1,0,3
C14969,0,0,0,0,1,0,4
C14970,0,0,0,0,1,0,1
C14971,0,0,0,0,1,0,5
C14972,0,0,0,0,1,0,1
C14973,92.2,92.2,0.583333,0.583333,0,0,3
C14974,1321.52,0,0.25,0,0,1,2
C14975,987.26,114.62,0.916667,0.416667,0,0,5
C14976,2166.56,2166.56,0.666667,0.583333,0,1,3
C14977,350.94,66.65,0.25,0.25,1,0,4
C14978,632.3,432.3,0.916667,0.916667,1,0,3
C14979,2997.02,1174,0.916667,0.916667,0,1,1
C14980,0,0,0,0,0,0,2
C14981,456.7,0,0.25,0,1,0,2
C14982,515.14,446.14,0.583333,0.416667,0,0,2
C14983,1960.18,1654,1,0.916667,0,1,1
C14984,11.35,11.35,0.083333,0.083333,0,0,4
C14985,0,0,0,0,0,0,5
C14986,344.75,55.45,0.25,0.166667,1,0,4
C14987,308.22,308.22,0.916667,0.916667,0,0,3
C14988,335.38,65.38,0.25,0.083333,1,0,1
C14989,272.34,272.34,0.416667,0.416667,1,0,3
C14990,1562.74,582.75,0.666667,0.5,1,1,5
C14991,1090,1090,0.5,0.416667,1,1,4
C14992,435.04,0,0.916667,0,0,0,1
C14993,300,300,0.5,0.5,0,0,3
C14994,1814.64,200,0.583333,0.083333,0,1,3
C14995,637.84,637.84,0.636364,0.545455,0,0,2
C14996,1580.56,878.95,1,1,0,1,3
C14997,0,0,0,0,0,0,3
C14998,110,0,0.083333,0,0,0,4
C15000,1730.3,329.15,0.916667,0.333333,1,1,5
C15001,108.39,108.39,0.416667,0.416667,1,0,4
C15002,1399.55,0,0.916667,0,0,1,3
C15003,755.14,272.24,0.916667,0.75,0,0,4
C15004,1591.48,1372.68,0.833333,0.666667,0,1,1
C15005,0,0,0,0,0,0,5
C15006,693.89,693.89,0.416667,0.416667,0,0,4
C15007,94.5,94.5,0.166667,0.166667,1,0,1
C15008,0,0,0,0,1,0,4
C15009,78.09,78.09,0.25,0.166667,0,0,5
C15010,321.07,0,0.916667,0,1,0,1
C15011,2073.54,0,0.75,0,1,1,3
C15012,0,0,0,0,1,0,3
C15013,130.32,130.32,0.166667,0.083333,0,0,4
C15014,4492.85,3415.9,1,1,0,1,2
C15015,0,0,0,0,0,0,3
C15016,1355.77,135.32,0.916667,0.5,1,1,3
C15017,1553.8,0,0.5,0,0,1,5
C15018,206.69,206.69,0.416667,0.416667,1,0,4
C15019,1709,0,0.111111,0,0,1,1
C15020,469.62,469.62,0.833333,0.833333,1,0,5
C15021,149.55,0,0.083333,0,0,0,3
C15022,152.02,152.02,0.583333,0.5,1,0,1
C15023,147.48,147.48,1,1,0,0,1
C15025,440.57,394.92,0.666667,0.666667,1,0,5
C15026,281.97,281.97,0.416667,0.416667,1,0,4
C15027,2317.89,601.87,1,0.75,0,1,4
C15028,448,258,0.333333,0.25,0,0,2
C15029,329.47,329.47,1,1,0,0,1
C15030,250,250,0.416667,0.333333,0,0,1
C15031,146.73,0,0.166667,0,1,0,3
C15032,552.66,476.66,1,1,1,0,3
C15033,1160,1160,1,1,1,1,4
C15034,0,0,0,0,1,0,3
C15035,319.67,0,0.666667,0,0,0,4
C15036,2148.34,1510,1,0.166667,1,1,5
C15037,1506.92,693.9,1,0.583333,0,1,3
C15038,0,0,0,0,0,0,2
C15039,677.68,22,1,0.083333,0,0,1
C15040,2529.64,1515.32,1,1,1,1,5
C15041,4569.65,2820.71,0.7,0.6,0,1,5
C15042,2061.48,448.42,0.833333,0.5,1,1,4
C15043,198.96,172.36,0.5,0.416667,1,0,2
C15044,0,0,0,0,0,0,4
C15045,0,0,0,0,1,0,2
C15046,462.33,0,0.571429,0,0,0,5
C15047,5967.42,951.34,1,1,1,1,5
C15048,483.4,0,0.083333,0,1,0,5
C15049,1606.51,1606.51,1,1,0,1,2
C15050,0,0,0,0,0,0,5
C15051,408.59,0,0.25,0,0,0,3
C15052,0,0,0,0,1,0,5
C15054,1697.15,1574.25,0.916667,0.916667,0,1,1
C15055,0,0,0,0,0,0,3
C15056,2894.04,310.22,1,0.416667,0,1,3
C15057,534.26,168.75,0.833333,0.75,0,0,5
C15058,3220.25,3011.76,0.833333,0.75,1,1,2
C15059,266,0,0.222222,0,1,0,3
C15060,0,0,0,0,0,0,2
C15061,315,315,1,1,1,0,4
C15062,1433.99,690,0.909091,0.636364,0,1,4
C15063,0,0,0,0,0,0,4
C15064,1324.82,324.7,0.666667,0.416667,1,1,5
C15065,84,0,0.083333,0,0,0,4
C15067,377.62,377.62,0.5,0.5,0,0,3
C15068,328.1,0,0.166667,0,1,0,5
C15069,60,0,0.083333,0,1,0,5
C15070,246.29,0,0.181818,0,1,0,3
C15071,281.7,0,0.083333,0,0,0,5
C15073,0,0,0,0,1,0,4
C15074,839.65,24,0.5,0.083333,1,0,2
C15075,0,0,0,0,1,0,4
C15076,265.76,265.76,0.916667,0.916667,1,0,5
C15077,59.8,0,0.166667,0,0,0,2
C15078,231.41,231.41,1,1,0,0,3
C15079,480,350,1,0.857143,1,0,5
C15080,0,0,0,0,0,0,4
C15081,0,0,0,0,0,0,1
C15082,0,0,0,0,0,0,1
C15083,62.53,0,0.083333,0,0,0,1
C15084,594.88,460.98,0.416667,0.333333,1,0,4
C15085,1489.28,570.8,0.333333,0.25,0,1,1
C15086,1352.52,0,0.083333,0,1,1,4
C15087,0,0,0,0,1,0,2
C15088,0,0,0,0,0,0,5
C15089,4164.14,948.6,1,1,0,1,2
C15090,183.6,183.6,1,1,0,0,4
C15091,0,0,0,0,1,0,1
C15092,0,0,0,0,0,0,1
C15093,159.6,159.6,0.166667,0.083333,0,0,5
C15094,0,0,0,0,1,0,2
C15095,37.3,0,0.166667,0,0,0,1
C15096,0,0,0,0,1,0,4
C15097,232.45,232.45,0.833333,0.833333,1,0,5
C15098,4760.11,1852.93,1,1,1,1,2
C15099,1469.66,42.23,0.666667,0.166667,0,1,4
C15100,832.7,0,0.666667,0,0,0,5
C15101,99.8,0,0.083333,0,1,0,2
C15102,45.87,45.87,0.083333,0.083333,1,0,3
C15103,341.45,341.45,0.833333,0.833333,0,0,4
C15104,2893.57,1202.94,1,1,0,1,3
C15105,177.62,0,0.166667,0,1,0,1
C15106,125,125,0.545455,0.454545,1,0,5
C15107,0,0,0,0,1,0,4
C15108,588.02,516.72,0.333333,0.333333,1,0,1
C15109,250,211,0.666667,0.666667,0,0,3
C15110,26.49,0,0.083333,0,0,0,4
C15111,60.82,60.82,0.25,0.166667,1,0,1
C15112,0,0,0,0,1,0,4
C15113,300,300,0.25,0.25,1,0,5
C15114,792.68,350.78,0.583333,0.5,0,0,3
C15115,1093,0,0.333333,0,1,1,1
C15116,0,0,0,0,1,0,3
C15117,209.1,0,0.25,0,1,0,4
C15118,2884.42,1556.59,0.75,0.666667,0,1,3
C15121,371.16,371.16,1,1,0,0,1
C15122,5683.71,5463.73,1,1,0,1,5
C15123,790.8,790.8,1,1,1,0,2
C15124,303.03,294,1,1,0,0,2
C15125,2435.21,753.32,1,0.666667,0,1,1
C15126,0,0,0,0,1,0,4
C15127,1262.28,0,0.25,0,1,1,2
C15128,0,0,0,0,0,0,3
C15129,88.04,0,0.083333,0,1,0,4
C15130,0,0,0,0,0,0,1
C15131,525,525,1,1,0,0,4
C15132,117.23,0,0.083333,0,1,0,4
C15133,692.52,0,1,0,1,0,1
C15134,630,630,1,0.916667,0,0,4
C15135,0,0,0,0,0,0,1
C15136,0,0,0,0,1,0,1
C15137,1865.55,0,0.583333,0,1,1,4
C15138,1013.61,382.48,0.5,0.416667,1,1,1
C15139,2598.51,175.96,0.272727,0.272727,0,1,1
C15140,1004.9,0,0.583333,0,1,1,4
C15141,745.48,745.48,1,1,0,0,2
C15142,4124.81,1088.91,1,1,0,1,1
C15143,95,0,0.166667,0,1,0,2
C15144,233.35,0,0.333333,0,1,0,4
C15145,495,0,0.166667,0,1,0,5
C15146,2951.93,0,0.333333,0,1,1,2
C15147,1029.29,0,0.416667,0,1,1,1
C15148,66.75,66.75,0.25,0.25,0,0,4
C15149,95.59,73.56,1,1,0,0,2
C15150,413.31,280,0.583333,0.416667,0,0,1
C15151,2400.71,921.47,1,1,0,1,2
C15152,0,0,0,0,0,0,5
C15153,139.5,0,0.25,0,1,0,4
C15154,1342.51,270,0.583333,0.083333,0,1,2
C15155,1241.4,615,0.666667,0.666667,0,1,5
C15156,0,0,0,0,1,0,5
C15157,1331,9.9,1,0.083333,1,1,1
C15158,0,0,0,0,1,0,2
C15159,9007.67,232.3,1,0.25,0,1,5
C15160,0,0,0,0,1,0,2
C15161,779.7,489.7,1,0.833333,1,0,5
C15162,171,171,0.833333,0.5,0,0,2
C15163,2143.73,850.95,0.5,0.333333,1,1,3
C15164,3637.75,241.5,0.833333,0.5,0,1,3
C15165,699,0,0.083333,0,0,0,1
C15166,0,0,0,0,0,0,4
C15167,333.28,333.28,0.583333,0.583333,0,0,5
C15168,1970.49,960.64,1,0.666667,1,1,1
C15169,2814.23,0,1,0,1,1,1
C15170,250,0,0.083333,0,0,0,1
C15171,132,132,0.166667,0.166667,1,0,1
C15172,1430,230,0.25,0.166667,0,1,2
C15173,27.16,27.16,0.083333,0.083333,0,0,4
C15174,39.8,0,0.083333,0,0,0,1
C15175,108.84,108.84,0.857143,0.714286,1,0,3
C15177,0,0,0,0,1,0,2
C15178,0,0,0,0,0,0,4
C15179,1267,1019.12,0.875,0.75,1,1,3
C15180,270,270,0.5,0.416667,1,0,3
C15181,4392.05,574.07,1,1,1,1,1
C15182,0,0,0,0,0,0,2
C15183,110.68,110.68,0.166667,0.166667,1,0,3
C15184,119.34,119.34,0.75,0.666667,1,0,5
C15185,1862.96,0,0.416667,0,1,1,1
C15186,1864.79,862.57,0.916667,0.75,1,1,2
C15187,0,0,0,0,1,0,4
C15188,2825.85,319.01,0.75,0.5,0,1,3
C15189,0,0,0,0,1,0,4
C15190,9586.1,1669.36,1,1,1,1,2
C15191,1105.92,1105.92,1,1,0,1,1
C15192,405,0,1,0,1,0,2
C15193,1778.76,1051.88,1,1,0,1,3
C15194,103.27,0,0.25,0,1,0,3
C15195,333.54,23.35,0.571429,0.142857,0,0,3
C15196,9228.97,147.73,1,0.916667,0,1,3
C15197,89.58,89.58,1,0.833333,0,0,5
C15198,199.56,199.56,1,1,0,0,1
C15199,20,0,0.083333,0,1,0,5
C15200,266.64,266.64,1,1,1,0,2
C15201,279.71,0,0.25,0,1,0,4
C15202,499,499,0.545455,0.454545,1,0,5
C15203,0,0,0,0,1,0,3
C15204,0,0,0,0,1,0,5
C15206,422.24,75,1,1,1,0,2
C15207,1389.94,1389.94,1,1,1,1,1
C15208,1455.68,217.76,1,0.083333,0,1,2
C15209,0,0,0,0,0,0,5
C15210,542.34,0,0.25,0,0,0,5
C15211,0,0,0,0,1,0,2
C15212,0,0,0,0,1,0,4
C15213,327.94,327.94,1,1,0,0,2
C15214,1216.7,0,0.5,0,0,1,5
C15215,553.7,305,0.583333,0.166667,0,0,4
C15216,220.48,0,0.083333,0,1,0,5
C15217,431.93,431.93,1,1,1,0,2
C15218,1209.56,319.56,0.833333,0.833333,1,1,2
C15219,772.46,687.46,0.833333,0.75,0,0,2
C15220,0,0,0,0,0,0,1
C15221,2126.81,597.01,1,1,0,1,1
C15222,0,0,0,0,0,0,3
C15223,1085.16,950.26,1,1,0,1,3
C15224,130.5,130.5,0.75,0.75,1,0,1
C15225,114,0,0.1,0,1,0,3
C15226,0,0,0,0,1,0,2
C15227,483.65,0,0.5,0,1,0,1
C15228,0,0,0,0,1,0,2
C15229,9249.73,6923.64,0.833333,0.833333,0,1,5
C15230,1848.24,0,0.75,0,0,1,3
C15232,3882.65,355,0.666667,0.166667,0,1,4
C15233,3588.13,3188.37,1,1,1,1,5
C15234,750.78,750.78,0.5,0.5,1,0,5
C15235,2972.92,493.82,0.75,0.416667,0,1,3
C15236,0,0,0,0,1,0,3
C15237,1586.6,1586.6,0.833333,0.75,1,1,2
C15239,3729.35,1240,1,0.583333,1,1,2
C15240,545.68,545.68,1,1,1,0,2
C15241,0,0,0,0,0,0,4
C15242,0,0,0,0,1,0,3
C15243,824.61,386.04,0.727273,0.545455,1,0,3
C15244,64.69,0,0.083333,0,1,0,1
C15245,69,0,0.083333,0,0,0,5
C15246,79.62,0,0.083333,0,1,0,3
C15247,0,0,0,0,0,0,2
C15248,150,150,0.25,0.166667,0,0,1
C15249,15.8,15.8,0.25,0.25,0,0,2
C15250,1108.54,0,0.583333,0,1,1,4
C15251,2600,400,0.333333,0.083333,1,1,3
C15252,0,0,0,0,1,0,1
C15253,556.83,71.95,0.727273,0.090909,0,0,2
C15254,338.9,139.9,0.416667,0.166667,1,0,2
C15255,1488.84,1488.84,1,1,0,1,2
C15256,2761.76,2598.76,0.916667,0.75,1,1,4
C15257,66.7,66.7,0.166667,0.166667,1,0,1
C15258,238.25,238.25,0.083333,0.083333,1,0,2
C15259,79.24,79.24,0.083333,0.083333,1,0,3
C15260,232.93,0,0.5,0,0,0,2
C15261,845.67,814.17,0.75,0.583333,0,0,4
C15262,67.5,67.5,0.083333,0.083333,0,0,5
C15263,1055.32,1055.32,0.916667,0.833333,1,1,2
C15264,108.95,59.15,0.5,0.333333,0,0,2
C15265,2151.93,765.26,0.833333,0.75,1,1,4
C15266,0,0,0,0,1,0,2
C15267,27.05,27.05,0.083333,0.083333,1,0,2
C15268,0,0,0,0,1,0,4
C15269,0,0,0,0,0,0,4
C15270,50,0,0.083333,0,0,0,5
C15271,0,0,0,0,1,0,5
C15272,576,576,1,1,1,0,1
C15273,1495.41,554,1,0.25,0,1,1
C15274,4343.82,524.98,0.916667,0.666667,1,1,5
C15275,740.7,89.8,0.5,0.166667,1,0,4
C15276,144.64,144.64,0.666667,0.666667,0,0,3
C15277,255.25,105.25,0.25,0.166667,0,0,4
C15278,554.67,554.67,1,1,0,0,5
C15279,0,0,0,0,0,0,5
C15280,1669.2,1395.01,1,1,1,1,3
C15281,4060.58,2363.64,1,0.75,1,1,2
C15282,2361.97,770.92,1,1,1,1,5
C15283,120,120,0.333333,0.333333,0,0,3
C15284,64.71,0,0.083333,0,0,0,3
C15285,146.53,101.53,0.416667,0.25,0,0,5
C15286,0,0,0,0,1,0,1
C15287,578.9,578.9,0.666667,0.583333,0,0,5
C15288,769,444,0.666667,0.25,1,0,3
C15289,40,0,0.083333,0,0,0,1
C15290,0,0,0,0,0,0,1
C15291,167,0,0.083333,0,1,0,5
C15292,248.77,248.77,0.333333,0.333333,1,0,1
C15293,428.75,428.75,1,1,1,0,1
C15294,1888.88,888.88,0.875,0.875,0,1,3
C15295,211.07,0,0.25,0,1,0,3
C15296,185.63,0,0.25,0,0,0,1
C15297,0,0,0,0,0,0,1
C15298,5723.9,1943.39,1,1,0,1,3
C15299,0,0,0,0,0,0,1
C15300,0,0,0,0,0,0,5
C15301,8534.58,659.5,0.916667,0.75,1,1,5
C15302,274.98,274.98,1,0.833333,0,0,3
C15303,0,0,0,0,1,0,5
C15304,1247.39,820.37,0.909091,0.818182,1,1,1
C15305,343.4,343.4,0.833333,0.833333,0,0,5
C15306,0,0,0,0,0,0,3
C15307,0,0,0,0,1,0,1
C15308,0,0,0,0,0,0,2
C15309,799.83,718.83,0.583333,0.5,0,0,3
C15310,341.9,126.72,0.833333,0.666667,0,0,5
C15311,0,0,0,0,0,0,1
C15312,2141.32,2043.32,0.666667,0.666667,0,1,1
C15313,3500.03,1685.61,1,1,0,1,1
C15314,114,0,0.083333,0,1,0,4
C15315,103,0,0.125,0,0,0,2
C15316,0,0,0,0,1,0,1
C15317,0,0,0,0,0,0,5
C15318,71.75,71.75,0.583333,0.583333,0,0,5
C15319,1618.31,618.31,1,0.857143,0,1,2
C15320,2903.17,1967.35,1,0.75,0,1,5
C15321,1350.13,830.33,0.666667,0.583333,1,1,3
C15322,345,345,1,1,0,0,1
C15323,0,0,0,0,0,0,4
C15324,933.75,933.75,0.75,0.75,0,0,2
C15325,0,0,0,0,0,0,3
C15326,90,0,0.083333,0,1,0,5
C15327,420.06,136.7,0.833333,0.666667,0,0,2
C15328,300,300,0.666667,0.583333,1,0,4
C15329,0,0,0,0,1,0,1
C15330,1311.76,786.96,0.416667,0.333333,0,1,3
C15331,945.43,0,0.583333,0,0,0,4
C15332,229.5,229.5,0.5,0.416667,1,0,5
C15333,125.32,0,0.083333,0,0,0,4
C15334,2269.74,1655.24,1,1,1,1,4
C15335,200.4,200.4,1,1,0,0,2
C15336,0,0,0,0,0,0,4
C15337,0,0,0,0,1,0,4
C15338,768.96,400,0.25,0.166667,1,0,5
C15339,3137.2,1400.1,1,1,0,1,1
C15341,678.32,483.32,0.333333,0.25,0,0,2
C15342,678.44,678.44,0.75,0.666667,1,0,1
C15343,3103.57,1515.89,1,1,1,1,5
C15344,967.23,381.73,0.25,0.166667,0,0,5
C15345,607.36,0,1,0,0,0,5
C15346,1282.73,1282.73,0.916667,0.916667,0,1,5
C15347,73.42,0,0.083333,0,0,0,4
C15348,1442.9,1018.3,1,0.833333,0,1,2
C15349,0,0,0,0,0,0,1
C15350,0,0,0,0,1,0,4
C15351,1059.04,260,0.5,0.25,0,1,4
C15352,975,975,0.583333,0.583333,1,0,3
C15353,325,325,0.833333,0.75,0,0,4
C15354,2588.69,995.7,1,0.833333,1,1,1
C15355,0,0,0,0,1,0,3
C15356,72.52,0,0.142857,0,0,0,2
C15357,0,0,0,0,1,0,2
C15358,6743.31,560.53,1,0.666667,0,1,2
C15359,855.27,0,0.545455,0,0,0,4
C15360,166.9,0,0.166667,0,0,0,2
C15361,453,0,0.5,0,1,0,1
C15362,245.85,0,0.333333,0,0,0,2
C15364,3415.39,1060.28,1,1,1,1,4
C15365,4978.23,2107.81,0.916667,0.5,1,1,2
C15366,54,54,0.166667,0.083333,1,0,4
C15367,320,0,0.166667,0,1,0,2
C15368,4656.79,803.3,1,0.5,1,1,4
C15369,1056.33,1056.33,1,1,0,1,2
C15370,224.54,224.54,0.5,0.5,0,0,3
C15371,507.57,0,0.083333,0,0,0,1
C15372,150.46,150.46,0.181818,0.090909,0,0,1
C15373,2711.9,0,1,0,1,1,2
C15374,359,0,0.4,0,1,0,4
C15375,987.45,0,0.333333,0,0,0,3
C15376,5744.03,1688.23,0.5,0.416667,1,1,3
C15377,284.34,284.34,0.333333,0.25,0,0,1
C15378,205.06,607.76,0.916667,1,1,0,4
C15379,0,0,0,0,1,0,2
C15380,1202.72,298.52,0.833333,0.75,0,1,2
C15381,940,0,0.166667,0,0,0,1
C15382,1081,0,0.25,0,0,1,5
C15383,275,275,0.833333,0.833333,0,0,5
C15384,0,0,0,0,1,0,1
C15385,1257.16,416.16,1,0.916667,0,1,5
C15386,666.6,666.6,1,1,1,0,5
C15387,5370.39,4241.09,1,1,0,1,5
C15388,170,0,0.083333,0,0,0,5
C15389,530.81,530.81,0.583333,0.5,1,0,5
C15390,0,0,0,0,0,0,2
C15391,1250,1250,0.714286,0.714286,0,1,1
C15392,0,0,0,0,0,0,5
C15393,269.85,58.05,0.714286,0.571429,1,0,4
C15394,331.52,0,0.166667,0,0,0,1
C15395,24.63,24.63,0.416667,0.416667,0,0,2
C15396,2684.5,2385,0.75,0.666667,0,1,4
C15397,244.18,244.18,1,1,0,0,4
C15398,2441.21,2441.21,0.833333,0.833333,0,1,3
C15399,0,0,0,0,1,0,3
C15400,128.5,128.5,0.142857,0.142857,1,0,1
C15401,229.74,13.57,0.5,0.083333,0,0,2
C15402,1685.19,132.88,0.833333,0.166667,0,1,5
C15403,981.49,600,0.916667,0.333333,0,0,2
C15404,0,0,0,0,1,0,2
C15405,143.76,143.76,1,0.916667,1,0,1
C15406,9.68,9.68,0.083333,0.083333,0,0,4
C15407,22500,22500,0.5,0.416667,0,1,3
C15408,590,0,0.375,0,0,0,3
C15409,1164,1164,1,1,1,1,3
C15410,387.77,387.77,0.583333,0.583333,0,0,3
C15411,2326.71,993,1,0.916667,0,1,2
C15412,0,0,0,0,1,0,2
C15413,0,0,0,0,1,0,4
C15414,1003.2,187.13,1,0.416667,1,1,3
C15415,1910.51,1910.51,1,1,1,1,3
C15417,0,0,0,0,1,0,2
C15418,0,0,0,0,0,0,4
C15419,0,0,0,0,0,0,3
C15420,750,750,0.857143,0.714286,1,0,5
C15421,2340.87,365.32,0.916667,0.5,1,1,4
C15422,0,0,0,0,0,0,5
C15423,1607.84,1439.57,1,1,1,1,4
C15424,5167.6,921.1,1,0.833333,0,1,1
C15425,486.94,0,0.25,0,1,0,1
C15426,1208.7,182.76,0.875,0.75,0,1,3
C15427,928.53,317.49,0.25,0.166667,1,0,5
C15428,4659.65,1282.5,1,0.666667,0,1,1
C15429,684.74,579.44,1,1,1,0,3
C15430,270,0,0.166667,0,1,0,4
C15431,416.74,416.74,0.416667,0.333333,0,0,4
C15432,0,0,0,0,1,0,4
C15433,0,0,0,0,1,0,1
C15435,2622.6,2622.6,1,1,0,1,1
C15436,306.91,0,0.272727,0,0,0,5
C15437,574.75,574.75,1,0.909091,0,0,4
C15438,1813.4,1813.4,0.5,0.416667,0,1,5
C15439,1409.31,329.13,0.666667,0.583333,1,1,3
C15440,123.48,123.48,1,0.833333,0,0,3
C15441,70,0,0.083333,0,0,0,4
C15442,0,0,0,0,0,0,5
C15443,908.34,185.32,1,0.083333,1,0,5
C15444,0,0,0,0,1,0,5
C15445,0,0,0,0,0,0,3
C15446,0,0,0,0,0,0,4
C15448,966.6,966.6,1,1,0,0,4
C15449,1639.92,1639.92,1,1,0,1,2
C15450,0,0,0,0,1,0,4
C15451,231.63,145,0.5,0.25,0,0,5
C15452,215.94,215.94,0.5,0.5,0,0,2
C15453,498.65,447.6,1,1,0,0,4
C15454,168,168,1,1,0,0,1
C15455,136.72,136.72,0.333333,0.333333,0,0,1
C15456,843.95,645.95,0.75,0.625,0,0,4
C15457,600,0,0.083333,0,1,0,3
C15459,898.34,898.34,0.916667,0.916667,0,0,5
C15460,880.28,880.28,0.833333,0.833333,1,0,5
C15461,2687.48,2288.81,1,1,1,1,4
C15462,1569.41,773.34,0.545455,0.363636,1,1,5
C15463,0,0,0,0,1,0,3
C15464,142.52,0,0.083333,0,1,0,4
C15465,60,0,0.083333,0,0,0,4
C15466,785.69,0,0.416667,0,0,0,1
C15467,1027.57,100,0.416667,0.083333,0,1,3
C15469,46.74,46.74,0.166667,0.166667,1,0,5
C15470,894.4,285,0.636364,0.454545,1,0,3
C15471,0,0,0,0,0,0,5
C15472,297.59,198,0.5,0.416667,1,0,1
C15473,54.85,54.85,0.333333,0.333333,1,0,3
C15474,287.4,287.4,1,1,0,0,1
C15475,0,0,0,0,1,0,4
C15476,0,0,0,0,1,0,1
C15477,364.74,213.32,0.75,0.583333,0,0,3
C15478,40.13,40.13,0.083333,0.083333,0,0,1
C15479,4327.92,4249.92,1,1,0,1,4
C15480,0,0,0,0,0,0,2
C15481,211.56,211.56,1,1,0,0,5
C15482,0,0,0,0,1,0,3
C15483,1440.48,0,1,0,0,1,1
C15484,404,0,0.166667,0,1,0,4
C15485,39.58,0,0.083333,0,0,0,1
C15486,3373.7,0,0.833333,0,1,1,1
C15487,903,0,0.090909,0,1,0,1
C15488,962.12,0,0.583333,0,0,0,3
C15489,302.5,302.5,0.75,0.666667,1,0,5
C15490,3050.48,1574.92,1,1,0,1,3
C15491,69,40,0.083333,0.083333,0,0,4
C15492,3747.12,2694.04,1,1,0,1,1
C15493,0,0,0,0,1,0,5
C15494,479.1,168,0.5,0.5,1,0,2
C15495,672.31,569.31,1,1,1,0,2
C15496,1730.6,1069.15,1,0.857143,0,1,3
C15497,0,0,0,0,1,0,5
C15498,190,100,0.5,0.3,0,0,3
C15499,4085.23,380.08,0.833333,0.666667,0,1,1
C15500,990.15,217.55,0.75,0.416667,0,0,3
C15501,0,0,0,0,1,0,5
C15502,149.71,149.71,0.916667,0.916667,1,0,2
C15503,1835.93,1580.61,1,1,0,1,5
C15504,0,0,0,0,1,0,4
C15505,0,0,0,0,1,0,1
C15506,1517.56,10,0.583333,0.083333,0,1,4
C15507,1167.15,302.87,1,1,1,1,2
C15508,47.69,0,0.166667,0,1,0,2
C15509,832.67,137.94,0.583333,0.333333,1,0,1
C15510,22101.78,0,0.333333,0,0,1,4
C15511,637.28,627.28,1,0.916667,1,0,4
C15512,0,0,0,0,0,0,4
C15513,500.5,275,1,1,0,0,4
C15514,427.96,96,0.5,0.416667,1,0,4
C15515,0,0,0,0,1,0,2
C15516,270.65,225,0.833333,0.75,0,0,1
C15517,360.6,200,0.666667,0.416667,1,0,3
C15519,0,0,0,0,0,0,4
C15520,1016.41,1016.41,0.916667,0.833333,0,1,1
C15521,302.4,302.4,0.333333,0.25,1,0,3
C15522,0,0,0,0,0,0,5
C15523,0,0,0,0,0,0,3
C15524,0,0,0,0,0,0,4
C15525,1301.25,0,0.5,0,0,1,1
C15526,629.99,0,0.083333,0,1,0,4
C15527,0,0,0,0,1,0,3
C15528,523.15,447.95,0.25,0.25,1,0,4
C15529,319.41,319.41,0.25,0.166667,0,0,2
C15530,3179.69,1920.7,1,0.833333,0,1,1
C15531,47.05,47.05,0.083333,0.083333,1,0,5
C15532,223.62,29.68,0.333333,0.166667,1,0,4
C15533,0,0,0,0,0,0,5
C15534,0,0,0,0,1,0,4
C15535,0,0,0,0,1,0,4
C15536,313.03,0,0.25,0,1,0,2
C15537,0,0,0,0,0,0,1
C15538,720.16,0,0.5,0,0,0,5
C15539,120.09,0,0.083333,0,1,0,3
C15540,0,0,0,0,0,0,5
C15541,1067.32,824.94,0.833333,0.666667,0,1,4
C15542,0,0,0,0,1,0,1
C15543,0,0,0,0,1,0,3
C15544,0,0,0,0,0,0,2
C15545,921.02,603.28,0.888889,0.777778,0,0,2
C15546,231.51,116.51,0.833333,0.75,0,0,4
C15547,0,0,0,0,0,0,2
C15548,2502.46,46.67,0.833333,0.166667,0,1,1
C15549,413.7,413.7,0.166667,0.166667,1,0,2
C15550,3447.55,1997.55,1,1,0,1,2
